name,object,closeness
Scene307_2, football,0.000023
Scene307_3, helicopter,0.000042
Scene307_3, sunglasses,0.798484
Scene307_3, football,0.000107
Scene307_4, baseballcap,0.987821
Scene307_4, football,0.023046
Scene307_5, airplane,0.000027
Scene307_5, baseballcap,0.96464
Scene307_5, football,0.000012
Scene307_6, tent,0.002463
Scene307_6, football,0.000648
Scene307_7, appletree,0.00003
Scene307_7, baseballcap,0.991536
Scene307_7, football,0.000099
Scene307_8, appletree,0.021068
Scene307_8, owl,0.002673
Scene307_8, football,0.000118
Scene307_9, baseballcap,0.977751
Scene308_0, appletree,0.005785
Scene308_0, vikinghat,0.95839
Scene308_1, purpleglasses,0.836658
Scene308_1, baseball,0.169612
Scene308_2, rain,0.000002
Scene308_2, slide,0.068426
Scene308_3, sandbox,0.000025
Scene308_3, girl,0.000007
Scene308_3, hotdog,0.000074
Scene308_4, lightning,0.000162
Scene308_4, beachball,0.000371
Scene308_5, girl,0.000063
Scene308_5, baseballcap,0.991536
Scene308_6, lightning,0.012076
Scene308_7, girl,0.000063
Scene308_8, lightning,0.004226
Scene308_8, rocket,0.000492
Scene308_8, girl,0.000007
Scene308_8, pie,0.000077
Scene308_9, slide,0.00071
Scene308_9, swing,0.000336
Scene308_9, vikinghat,0.968507
Scene308_9, basketball,0.000005
Scene308_9, tennisball,0.000369
Scene309_0, rocket,0.000016
Scene309_0, appletree,0.00001
Scene309_1, appletree,0.000341
Scene309_1, snake,0.000003
Scene309_2, baseballbat,0.005625
Scene309_3, sandbox,0.000003
Scene309_4, rocket,0.000002
Scene309_4, appletree,0.01126
Scene309_4, vikinghat,0.959829
Scene309_5, baseballcap,0.963676
Scene309_6, appletree,0.037142
Scene309_7, rocket,0.000385
Scene309_7, tent,0.003839
Scene309_7, baseballcap,0.987084
Scene309_9, sun,0.000002
Scene309_9, appletree,0.000001
Scene309_9, cat,0.000002
Scene310_0, owl,0.000002
Scene310_1, sun,0.000419
Scene310_2, girl,0.001358
Scene310_3, girl,0.000031
Scene310_4, sun,0.000002
Scene310_4, bear,0.379652
Scene310_5, girl,0.32907
Scene310_5, bennie,0.993187
Scene310_5, purpleglasses,0.21629
Scene310_5, hamburger,0.50219
Scene310_6, appletree,0.005493
Scene310_6, girl,0.000026
Scene310_6, basketball,0.265472
Scene310_7, appletree,0.000001
Scene310_7, girl,0.000002
Scene310_8, sunglasses,0.675366
Scene310_9, girl,0.000001
Scene310_9, baseballcap,0.000131
Scene310_9, sunglasses,0.598098
Scene310_9, soda,0.000084
Scene311_0, cloud,0.000185
Scene311_0, girl,0.000154
Scene311_0, pail,0.000372
Scene311_0, shovel,0.02263
Scene311_1, sun,0.000049
Scene311_1, girl,0.000003
Scene311_1, shovel,0.055576
Scene311_2, sun,0.000463
Scene311_2, girl,0.000023
Scene311_2, pail,0.000026
Scene311_2, shovel,0.047562
Scene311_3, girl,0.000001
Scene311_3, sunglasses,0.655406
Scene311_3, pail,0.000569
Scene311_3, shovel,0.003754
Scene311_4, helicopter,0.000033
Scene311_4, girl,0.000001
Scene311_4, pail,0.000001
Scene311_4, shovel,0.000414
Scene311_5, sun,0.000003
Scene311_5, appletree,0.000194
Scene311_5, piratehat,0.000001
Scene311_5, shovel,0.00905
Scene311_6, pinetree,0.000002
Scene311_6, oaktree,0.003488
Scene311_6, baseballcap,0.987578
Scene311_6, shovel,0.014743
Scene311_7, shovel,0.001971
Scene311_8, piratehat,0.956476
Scene311_8, pail,0.000003
Scene311_8, shovel,0.028072
Scene311_9, slide,0.527292
Scene311_9, shovel,0.009344
Scene312_0, hotairballoon,0.539561
Scene312_0, grill,0.000001
Scene312_0, dog,0.002567
Scene312_0, vikinghat,0.070053
Scene312_0, pie,0.712839
Scene312_1, rocket,0.001373
Scene312_1, table,0.00381
Scene312_1, owl,0.140226
Scene312_1, pie,0.005386
Scene312_2, sun,0.001018
Scene312_3, cloud,0.000384
Scene312_3, airplane,0.006192
Scene312_4, airplane,0.001795
Scene312_4, grill,0.000004
Scene312_5, airplane,0.000003
Scene312_5, table,0.000001
Scene312_5, mustard,0.003862
Scene312_6, girl,0.000011
Scene312_6, sunglasses,0.655406
Scene312_7, pie,0.00044
Scene312_8, rain,0.000009
Scene312_8, chefhat,0.764143
Scene312_9, cloud,0.026984
Scene312_9, sun,0.000064
Scene313_0, airplane,0.008523
Scene313_1, bouncy,0.00009
Scene313_1, piratehat,0.997563
Scene313_3, oaktree,0.004226
Scene313_4, pinetree,0.01117
Scene313_7, bear,0.000013
Scene313_8, sun,0.000194
Scene314_0, baseballcap,0.977751
Scene314_0, soda,0.055576
Scene314_1, table,0.721444
Scene314_2, bennie,0.98167
Scene314_2, soda,0.000393
Scene314_3, table,0.306972
Scene314_3, sunglasses,0.607441
Scene314_4, grill,0.286505
Scene314_4, table,0.310367
Scene314_5, hotairballoon,0.000001
Scene314_5, baseballcap,0.988324
Scene314_6, table,0.394356
Scene314_6, wintercap,1
Scene314_7, baseballcap,0.99692
Scene314_7, sunglasses,0.807037
Scene314_8, sun,0.003986
Scene314_8, hotdog,0.06326
Scene314_8, soda,0.000039
Scene314_9, crown,0.987533
Scene314_9, sunglasses,0.805377
Scene315_2, hotairballoon,0.000001
Scene315_2, girl,0.000066
Scene316_0, oaktree,0.00019
Scene316_0, snake,0.066337
Scene316_0, vikinghat,0.97531
Scene316_1, pinetree,0.000244
Scene316_1, baseballcap,0.993576
Scene316_1, frisbee,0.000454
Scene316_2, oaktree,0.208775
Scene316_3, appletree,0.270225
Scene316_3, frisbee,0.004888
Scene316_4, oaktree,0.127349
Scene316_4, frisbee,0.000004
Scene316_5, sun,0.00009
Scene316_5, vikinghat,0.960309
Scene316_5, frisbee,0.000095
Scene316_6, sun,0.001577
Scene316_6, bouncy,0.000355
Scene316_7, sun,0.023075
Scene316_7, baseballcap,0.984127
Scene316_7, soda,0.042004
Scene316_8, sun,0.000646
Scene316_8, purpleglasses,0.73125
Scene316_9, oaktree,0.003799
Scene316_9, purpleglasses,0.655406
Scene316_9, frisbee,0.005042
Scene317_0, appletree,0.016212
Scene317_0, bennie,0.999
Scene317_1, grill,0.000001
Scene317_1, girl,0.000001
Scene317_1, bennie,0.950754
Scene317_2, bennie,0.996008
Scene317_3, rocket,0.070954
Scene317_3, cat,0.000157
Scene317_3, wintercap,0.942024
Scene317_3, soda,0.000002
Scene317_4, bennie,0.987084
Scene317_5, sun,0.00001
Scene317_5, girl,0.000038
Scene317_5, bennie,0.987084
Scene317_5, soda,0.000002
Scene317_6, oaktree,0.000005
Scene317_6, bennie,0.980199
Scene317_7, cloud,0.000003
Scene317_7, bennie,0.975798
Scene317_8, oaktree,0.000945
Scene317_8, bennie,0.997503
Scene317_9, bennie,0.980199
Scene318_0, sun,0.000002
Scene318_0, pinetree,0.000053
Scene318_1, sun,0.016573
Scene318_2, sun,0.000001
Scene318_2, oaktree,0.000158
Scene318_4, sun,0.004746
Scene318_4, soda,0.000006
Scene318_5, cloud,0.004989
Scene318_5, baseballcap,0.968022
Scene318_6, sunglasses,0.634765
Scene318_7, cloud,0.000001
Scene318_7, pinetree,0.00004
Scene318_9, oaktree,0.000105
Scene319_0, rain,0.000642
Scene319_1, hotairballoon,0.002926
Scene319_1, baseballcap,0.964158
Scene319_2, baseballcap,0.963676
Scene319_3, rain,0.000005
Scene319_3, bouncy,0.000048
Scene319_4, rain,0.000355
Scene319_4, slide,0.227638
Scene319_5, rain,0.011962
Scene319_5, baseballcap,0.99551
Scene319_6, baseballcap,0.99005
Scene319_7, cloud,0.000007
Scene319_7, rain,0.00046
Scene319_7, sandbox,0.000007
Scene319_7, girl,0.000001
Scene319_8, rain,0.000073
Scene319_8, slide,0.000599
Scene319_9, rain,0.020651
Scene320_0, cloud,0.000504
Scene320_0, lightning,0.000023
Scene320_0, baseballcap,0.991536
Scene320_0, basketball,0.006018
Scene320_1, hotairballoon,0.000428
Scene320_1, basketball,0.006094
Scene320_2, baseballcap,0.995012
Scene320_2, basketball,0.001366
Scene320_3, wintercap,0.998117
Scene320_3, basketball,0.082103
Scene320_4, basketball,0.003616
Scene320_5, pinetree,0.000009
Scene320_5, baseballcap,0.99005
Scene320_5, basketball,0.000214
Scene320_6, sun,0.000001
Scene320_6, lightning,0.000141
Scene320_6, baseballcap,0.991536
Scene320_6, basketball,0.000746
Scene320_7, table,0.000023
Scene320_7, baseballcap,0.987578
Scene320_7, basketball,0.01292
Scene320_8, lightning,0.000031
Scene320_8, vikinghat,0.968507
Scene320_8, baseball,0.003451
Scene320_9, baseballcap,0.979709
Scene320_9, basketball,0.008067
Scene321_0, slide,0.000007
Scene321_0, grill,0.000263
Scene321_0, appletree,0.001399
Scene321_0, baseballcap,0.989827
Scene321_1, grill,0.000002
Scene321_1, hotdog,0.000336
Scene321_2, chefhat,0.767206
Scene321_4, oaktree,0.034047
Scene321_4, piratehat,0.985605
Scene321_5, airplane,0.000249
Scene321_5, grill,0.000102
Scene321_5, girl,0.000073
Scene321_5, baseballcap,0.997563
Scene321_5, bennie,0.000764
Scene321_6, hotdog,0.000007
Scene321_7, hotairballoon,0.000198
Scene321_7, grill,0.000001
Scene321_7, hotdog,0.000285
Scene321_8, cloud,0.020081
Scene321_8, ketchup,0.057441
Scene321_9, baseballcap,0.964158
Scene321_9, hotdog,0.000089
Scene322_0, lightning,0.024029
Scene322_0, bennie,0.975798
Scene322_1, cloud,0.10769
Scene322_1, lightning,0.000041
Scene322_1, cat,0.000002
Scene322_2, lightning,0.013287
Scene322_2, pinetree,0.000035
Scene322_2, girl,0.000113
Scene322_2, baseballcap,0.000031
Scene322_3, lightning,0.003143
Scene322_3, appletree,0.000001
Scene322_3, baseball,0.045139
Scene322_4, baseballcap,0.984127
Scene322_4, wizardhat,0.000034
Scene322_4, purpleglasses,0.000324
Scene322_5, rain,0.000206
Scene322_5, cat,0.000249
Scene322_6, oaktree,0.002198
Scene322_6, girl,0.000292
Scene322_7, lightning,0.000005
Scene322_7, pinetree,0.108827
Scene322_8, rain,0.000001
Scene322_8, girl,0.000003
Scene322_8, baseballcap,0.987578
Scene322_9, slide,0.316004
Scene323_0, soccerball,0.074833
Scene323_1, sun,0.021612
Scene323_1, purpleglasses,0.67032
Scene323_1, soccerball,0.000081
Scene323_2, sun,0.000241
Scene323_2, soccerball,0.00017
Scene323_3, sun,0.000065
Scene323_3, bennie,0.991536
Scene323_3, soccerball,0.000232
Scene323_4, helicopter,0.000001
Scene323_4, slide,0.228436
Scene323_4, soccerball,0.005245
Scene323_5, helicopter,0.003788
Scene323_5, purpleglasses,0.694197
Scene323_5, soccerball,0.000156
Scene323_6, wintercap,0.995012
Scene323_6, soccerball,0.000253
Scene323_7, helicopter,0.000005
Scene323_7, soccerball,0.000001
Scene323_8, helicopter,0.002788
Scene323_8, soccerball,0.000004
Scene323_9, helicopter,0.000028
Scene323_9, soccerball,0.045852
Scene324_0, sunglasses,0.65639
Scene324_1, cloud,0.000006
Scene324_1, sunglasses,0.65377
Scene324_2, appletree,0.015414
Scene324_2, dog,0.000136
Scene324_2, sunglasses,0.655406
Scene324_3, girl,0.000012
Scene324_3, sunglasses,0.636354
Scene324_3, balloons,0.000042
Scene324_4, dog,0.016342
Scene324_4, sunglasses,0.655406
Scene324_5, sun,0.000392
Scene324_5, sunglasses,0.655406
Scene324_6, girl,0.000001
Scene324_6, sunglasses,0.65377
Scene324_7, sun,0.000355
Scene324_7, girl,0.000001
Scene324_7, sunglasses,0.65377
Scene324_8, sun,0.000935
Scene324_8, girl,0.000014
Scene324_8, sunglasses,0.656718
Scene324_8, hamburger,0.037855
Scene324_9, sun,0.000582
Scene324_9, sunglasses,0.67032
Scene325_0, oaktree,0.000188
Scene325_0, sunglasses,0.655406
Scene325_0, hotdog,0.049539
Scene325_1, chefhat,0.866299
Scene325_1, hotdog,0.198468
Scene325_2, hotdog,0.050137
Scene325_3, cloud,0.000183
Scene325_3, hotdog,0.052945
Scene325_4, swing,0.026984
Scene325_4, baseballcap,0.993521
Scene325_4, hotdog,0.058983
Scene325_5, hotdog,0.040015
Scene325_6, hotairballoon,0.000013
Scene325_6, hotdog,0.087685
Scene325_7, cloud,0.000251
Scene325_7, sunglasses,0.65377
Scene325_7, hotdog,0.053692
Scene325_8, grill,0.000301
Scene325_8, oaktree,0.008946
Scene325_8, hotdog,0.039066
Scene325_9, owl,0.695934
Scene325_9, hotdog,0.046771
Scene327_0, grill,0.000004
Scene327_0, balloons,0.174035
Scene327_1, purpleglasses,0.675366
Scene327_1, balloons,0.040256
Scene327_2, girl,0.000002
Scene327_2, balloons,0.172571
Scene327_3, sun,0.000002
Scene327_3, balloons,0.030364
Scene327_4, balloons,0.138
Scene327_5, balloons,0.225711
Scene327_6, balloons,0.132655
Scene327_7, grill,0.000039
Scene327_7, balloons,0.012817
Scene327_8, balloons,0.054015
Scene327_9, balloons,0.111247
Scene328_0, cloud,0.002138
Scene328_0, appletree,0.149195
Scene328_1, cloud,0.000002
Scene328_1, table,0.000012
Scene328_1, pizza,0.00016
Scene328_1, soda,0.000001
Scene328_2, hotairballoon,0.005934
Scene328_2, vikinghat,0.93265
Scene328_2, football,0.001432
Scene328_3, vikinghat,0.865455
Scene328_3, football,0.000113
Scene328_4, hotairballoon,0.000769
Scene328_4, baseballcap,0.99551
Scene328_5, hotairballoon,0.000073
Scene328_5, table,0.000001
Scene328_5, football,0.000001
Scene328_6, hotairballoon,0.001015
Scene328_6, chefhat,0.784664
Scene328_7, hotairballoon,0.000059
Scene328_7, baseballcap,0.994784
Scene328_7, football,0.047453
Scene328_8, appletree,0.028941
Scene328_9, cloud,0.000365
Scene329_0, sun,0.000552
Scene329_0, baseballglove,0.000583
Scene329_0, fire,0.000001
Scene329_1, table,0.049962
Scene329_1, fire,0.000002
Scene329_2, vikinghat,0.974291
Scene329_2, fire,0.000001
Scene329_3, table,0.511453
Scene329_3, appletree,0.000001
Scene329_3, snake,0.000002
Scene329_3, fire,0.00022
Scene329_5, lightning,0.064409
Scene329_5, sunglasses,0.636354
Scene329_6, oaktree,0.086943
Scene329_6, dog,0.000001
Scene329_6, fire,0.000001
Scene329_7, airplane,0.000001
Scene329_7, oaktree,0.000162
Scene329_8, lightning,0.000089
Scene329_8, bear,0.00036
Scene329_8, fire,0.000082
Scene330_0, appletree,0.003439
Scene330_0, baseball,0.055576
Scene330_1, baseballcap,0.987341
Scene330_1, basketball,0.058237
Scene330_2, oaktree,0.000397
Scene330_2, piratehat,0.974335
Scene330_3, pinetree,0.001413
Scene330_3, basketball,0.016764
Scene330_4, helicopter,0.000463
Scene330_4, basketball,0.017518
Scene330_5, basketball,0.488459
Scene330_6, cloud,0.000409
Scene330_7, appletree,0.009726
Scene330_7, baseball,0.004682
Scene330_8, hotairballoon,0.000467
Scene330_8, airplane,0.000001
Scene330_8, baseballcap,0.980199
Scene330_9, wintercap,0.9995
Scene330_9, basketball,0.012626
Scene331_0, rain,0.000002
Scene331_1, rain,0.000004
Scene331_1, bennie,0.99005
Scene331_2, wintercap,0.998002
Scene331_3, frisbee,0.00064
Scene331_4, rain,0.002005
Scene331_5, appletree,0.010668
Scene331_5, soccerball,0.000781
Scene331_6, swing,0.000139
Scene331_6, girl,0.000491
Scene331_6, crown,0.000094
Scene331_6, football,0.050127
Scene331_8, appletree,0.110654
Scene331_9, pinetree,0.000022
Scene332_0, baseballcap,0.96996
Scene332_0, crown,0.000498
Scene332_0, tennisracket,0.002448
Scene332_1, slide,0.229811
Scene332_1, girl,0.000003
Scene332_1, purpleglasses,0.64856
Scene332_2, oaktree,0.000064
Scene332_3, airplane,0.000002
Scene332_3, wintercap,0.997503
Scene332_4, pinetree,0.000003
Scene332_4, baseballcap,0.983144
Scene332_5, sun,0.000285
Scene332_5, bennie,0.987084
Scene332_7, vikinghat,0.951229
Scene332_7, baseball,0.048412
Scene332_8, chefhat,0.784664
Scene332_8, purpleglasses,0.65639
Scene332_9, sun,0.000035
Scene332_9, tent,0.000001
Scene333_0, rocket,0.000002
Scene333_0, bear,0.000007
Scene333_0, hamburger,0.038216
Scene333_0, soda,0.000031
Scene333_0, baseballbat,0.000032
Scene333_1, girl,0.000142
Scene333_1, hamburger,0.031905
Scene333_1, baseball,0.039597
Scene333_2, rocket,0.016697
Scene333_2, bear,0.000001
Scene333_2, hamburger,0.06176
Scene333_3, girl,0.000001
Scene333_3, hamburger,0.04478
Scene333_3, baseball,0.009495
Scene333_4, rocket,0.000002
Scene333_4, girl,0.037801
Scene333_4, hamburger,0.509281
Scene333_4, baseball,0.023675
Scene333_5, bear,0.000307
Scene333_5, hamburger,0.125619
Scene333_6, rocket,0.000445
Scene333_6, hamburger,0.374936
Scene333_7, girl,0.024746
Scene333_7, hamburger,0.010209
Scene333_7, baseball,0.003566
Scene333_8, rocket,0.000156
Scene333_8, girl,0.000141
Scene333_8, hamburger,0.051175
Scene333_8, baseball,0.000459
Scene333_9, pinetree,0.000218
Scene333_9, bear,0.000109
Scene333_9, hamburger,0.045845
Scene334_0, hamburger,0.002243
Scene334_0, balloons,0.003186
Scene334_1, rain,0.000227
Scene334_1, table,0.004859
Scene334_1, girl,0.00009
Scene334_1, hamburger,0.301287
Scene334_2, pinetree,0.125871
Scene334_2, hamburger,0.003788
Scene334_3, pinetree,0.000224
Scene334_3, girl,0.000005
Scene334_3, baseballcap,0.983144
Scene334_3, hamburger,0.003343
Scene334_4, sun,0.004677
Scene334_4, girl,0.000001
Scene334_4, hamburger,0.006121
Scene334_5, table,0.000121
Scene334_5, hamburger,0.003907
Scene334_6, hamburger,0.00226
Scene334_7, table,0.000309
Scene334_7, hamburger,0.004161
Scene334_8, baseballcap,0.97531
Scene334_8, purpleglasses,0.000003
Scene334_8, hamburger,0.004729
Scene334_9, cloud,0.000639
Scene334_9, hamburger,0.064677
Scene335_0, cloud,0.001503
Scene335_0, piratehat,0.99104
Scene335_1, sun,0.005785
Scene335_1, sunglasses,0.618474
Scene335_3, cloud,0.000014
Scene335_3, table,0.000003
Scene335_3, bennie,0.998002
Scene335_5, cloud,0.000072
Scene335_6, table,0.000001
Scene335_7, airplane,0.000343
Scene335_9, rain,0.000001
Scene336_0, oaktree,0.000002
Scene336_0, football,0.000073
Scene336_1, football,0.000029
Scene336_2, helicopter,0.000002
Scene336_2, duck,0.008695
Scene336_3, girl,0.000012
Scene336_3, bennie,0.000003
Scene336_3, sunglasses,0.65377
Scene336_3, football,0.00002
Scene336_4, hotairballoon,0.000008
Scene336_5, helicopter,0.008906
Scene336_5, football,0.000089
Scene336_6, pinetree,0.066337
Scene336_6, football,0.000001
Scene336_7, girl,0.000012
Scene336_7, football,0.000001
Scene336_8, cloud,0.012717
Scene336_8, girl,0.001083
Scene336_8, football,0.002174
Scene336_9, sunglasses,0.637628
Scene336_9, football,0.000078
Scene337_0, hotairballoon,0.021906
Scene337_0, football,0.001687
Scene337_1, hotairballoon,0.000032
Scene337_1, football,0.000011
Scene337_2, baseballcap,0.966572
Scene337_2, football,0.00157
Scene337_3, hotairballoon,0.040929
Scene337_3, cat,0.000005
Scene337_4, hotairballoon,0.000346
Scene337_5, cat,0.000028
Scene337_5, piratehat,0.992032
Scene337_5, football,0.024773
Scene337_6, pinetree,0.598996
Scene337_6, owl,0.038293
Scene337_6, football,0.000004
Scene337_7, hotairballoon,0.003862
Scene337_8, hotairballoon,0.000104
Scene337_8, bennie,0.997503
Scene337_9, football,0.000067
Scene338_0, sun,0.000011
Scene338_0, sandbox,0.054283
Scene338_0, hamburger,0.210967
Scene338_1, airplane,0.002789
Scene338_1, sandbox,0.000074
Scene338_1, hamburger,0.04192
Scene338_2, sandbox,0.000012
Scene338_2, hamburger,0.000683
Scene338_2, baseball,0.000018
Scene338_3, airplane,0.000005
Scene338_3, sandbox,0.000004
Scene338_3, hamburger,0.046864
Scene338_4, airplane,0.001416
Scene338_4, pinetree,0.000026
Scene338_4, hamburger,0.000231
Scene338_5, sandbox,0.000007
Scene338_5, pinetree,0.000312
Scene338_5, duck,0.000616
Scene338_5, hamburger,0.000815
Scene338_5, baseball,0.109701
Scene338_6, sandbox,0.000063
Scene338_6, hamburger,0.065875
Scene338_7, airplane,0.000001
Scene338_7, sandbox,0.000005
Scene338_7, hamburger,0.069913
Scene338_7, baseball,0.000219
Scene338_8, helicopter,0.000374
Scene338_8, hotairballoon,0.005274
Scene338_8, airplane,0.004682
Scene338_8, sandbox,0.000007
Scene338_8, snake,0.000023
Scene338_8, wintercap,0.997503
Scene338_8, hamburger,0.03349
Scene338_8, baseball,0.020599
Scene338_9, sandbox,0.00001
Scene338_9, hamburger,0.056898
Scene339_0, sandbox,0.040575
Scene339_0, girl,0.000002
Scene339_0, dog,0.001809
Scene339_0, wizardhat,0.962923
Scene339_0, hamburger,0.011438
Scene339_0, basketball,0.000743
Scene339_0, soccerball,0.000008
Scene339_1, sun,0.000197
Scene339_1, wizardhat,0.848742
Scene339_2, wizardhat,0.801717
Scene339_3, girl,0.00005
Scene339_3, wizardhat,0.914846
Scene339_4, wizardhat,0.889585
Scene339_4, hamburger,0.000001
Scene339_5, wizardhat,0.904837
Scene339_6, dog,0.000002
Scene339_6, wizardhat,0.917136
Scene339_6, hamburger,0.000026
Scene339_7, cloud,0.000059
Scene339_7, dog,0.003918
Scene339_7, wizardhat,0.937082
Scene339_7, hamburger,0.0034
Scene339_8, helicopter,0.000026
Scene339_8, wizardhat,0.930066
Scene339_9, slide,0.000035
Scene339_9, sandbox,0.000016
Scene339_9, girl,0.000028
Scene339_9, dog,0.001201
Scene339_9, wizardhat,0.918512
Scene339_9, vikinghat,0.000348
Scene339_9, purpleglasses,0.634765
Scene339_9, hamburger,0.00019
Scene340_0, rain,0.231656
Scene340_0, oaktree,0.000781
Scene340_0, owl,0.000636
Scene340_0, pizza,0.005029
Scene340_1, sun,0.003788
Scene340_1, pizza,0.005216
Scene340_2, tent,0.004496
Scene340_2, sunglasses,0.618165
Scene340_2, pizza,0.00036
Scene340_3, sun,0.000747
Scene340_3, bear,0.000001
Scene340_3, sunglasses,0.65639
Scene340_3, pizza,0.004603
Scene340_4, appletree,0.030167
Scene340_4, pizza,0.001726
Scene340_5, bear,0.000126
Scene340_5, sunglasses,0.000821
Scene340_5, pizza,0.045967
Scene340_6, baseballcap,0.985605
Scene340_6, piratehat,0.000001
Scene340_6, sunglasses,0.000001
Scene340_6, pizza,0.004734
Scene340_7, oaktree,0.000026
Scene340_7, girl,0.000012
Scene340_7, baseballcap,0.98167
Scene340_7, pizza,0.00206
Scene340_8, slide,0.412921
Scene340_8, pizza,0.001577
Scene340_9, cloud,0.023354
Scene340_9, purpleglasses,0.000045
Scene340_9, pizza,0.004199
Scene341_0, girl,0.000008
Scene341_0, bennie,0.000242
Scene341_0, kite,0.000214
Scene341_1, cloud,0.000003
Scene341_1, sun,0.000559
Scene341_1, girl,0.000322
Scene341_1, bennie,0.973848
Scene341_2, cloud,0.000017
Scene341_2, appletree,0.001735
Scene341_2, girl,0.000219
Scene341_3, sun,0.000023
Scene341_3, girl,0.000014
Scene341_3, purpleglasses,0.674354
Scene341_3, kite,0.000006
Scene341_4, cloud,0.000155
Scene341_4, sun,0.000092
Scene341_4, beachball,0.000531
Scene341_5, sun,0.000004
Scene341_5, girl,0.000003
Scene341_5, pail,0.000054
Scene341_6, oaktree,0.000178
Scene341_6, girl,0.000044
Scene341_6, owl,0.000094
Scene341_6, bennie,0.970712
Scene341_7, baseballcap,0.991536
Scene341_7, kite,0.000092
Scene341_8, wizardhat,0.761473
Scene341_9, oaktree,0.00014
Scene341_9, girl,0.000081
Scene341_9, baseballcap,0.009279
Scene341_9, kite,0.000004
Scene343_0, sun,0.000194
Scene343_0, dog,0.00351
Scene343_0, beachball,0.001987
Scene343_1, purpleglasses,0.674354
Scene343_1, beachball,0.083576
Scene343_2, beachball,0.009014
Scene343_3, beachball,0.008288
Scene343_4, slide,0.10409
Scene343_4, girl,0.000032
Scene343_4, beachball,0.063545
Scene343_5, sunglasses,0.656718
Scene343_5, beachball,0.00412
Scene343_6, table,0.073535
Scene343_6, sunglasses,0.67267
Scene343_6, beachball,0.358796
Scene343_7, cloud,0.000011
Scene343_7, sun,0.000004
Scene343_7, beachball,0.006144
Scene343_8, girl,0.000028
Scene343_8, sunglasses,0.675366
Scene343_8, beachball,0.000085
Scene343_9, sun,0.00973
Scene343_9, bouncy,0.000001
Scene343_9, sunglasses,0.674354
Scene343_9, beachball,0.015796
Scene344_0, cloud,0.000036
Scene344_0, soccerball,0.000015
Scene344_1, swing,0.000001
Scene344_1, oaktree,0.007339
Scene344_2, oaktree,0.000257
Scene344_2, bear,0.008695
Scene344_2, piratehat,0.069599
Scene344_3, sun,0.000001
Scene344_3, soccerball,0.02457
Scene344_4, rocket,0.000116
Scene344_4, bear,0.000011
Scene344_4, piratehat,0.00003
Scene344_5, cloud,0.003338
Scene344_5, girl,0.001948
Scene344_5, soccerball,0.000709
Scene344_6, cloud,0.05566
