name,object,closeness
Scene308_3, sandbox,0.851288
Scene308_3, boy,0.000046
Scene308_3, hotdog,0.113551
Scene308_4, pinetree,0.000158
Scene308_5, lightning,0.000003
Scene308_5, baseballcap,0.000001
Scene308_6, rain,0.103054
Scene308_6, chefhat,0.834435
Scene308_6, soda,0.094941
Scene308_7, slide,0.05566
Scene308_7, boy,0.000008
Scene308_8, rocket,0.014172
Scene308_8, boy,0.000475
Scene308_8, pie,0.447312
Scene308_9, swing,0.005985
Scene308_9, basketball,0.00147
Scene308_9, tennisball,0.000006
Scene309_0, rocket,0.008946
Scene309_0, oaktree,0.001497
Scene309_0, sunglasses,0.598098
Scene309_1, rocket,0.034496
Scene309_2, rocket,0.037591
Scene309_3, sun,0.000009
Scene309_3, rocket,0.000055
Scene309_4, sun,0.00024
Scene309_4, rocket,0.001172
Scene309_5, rocket,0.024077
Scene309_5, appletree,0.000001
Scene309_6, cloud,0.000005
Scene309_6, rocket,0.000085
Scene309_7, rocket,0.003901
Scene309_7, appletree,0.08625
Scene309_8, rain,0.000002
Scene309_8, rocket,0.001139
Scene309_9, rocket,0.008626
Scene309_9, appletree,0.000004
Scene310_0, sun,0.000001
Scene310_0, appletree,0.001805
Scene310_1, hotairballoon,0.000279
Scene310_1, owl,0.000001
Scene310_2, sun,0.000003
Scene310_2, slide,0.000001
Scene310_2, boy,0.004351
Scene310_3, boy,0.000008
Scene310_5, boy,0.026899
Scene310_5, bennie,0.139975
Scene310_5, purpleglasses,0.896298
Scene310_5, hamburger,0.046291
Scene310_6, appletree,0.000062
Scene310_6, boy,0.000024
Scene310_7, boy,0.000332
Scene310_7, pail,0.000037
Scene310_7, shovel,0.000099
Scene310_8, purpleglasses,0.618165
Scene310_9, boy,0.000017
Scene310_9, baseballcap,0.99104
Scene310_9, sunglasses,0.000065
Scene310_9, soda,0.001497
Scene311_0, sun,0.000034
Scene311_0, pail,0.000275
Scene311_0, shovel,0.000067
Scene311_1, appletree,0.000004
Scene311_1, boy,0.000005
Scene311_1, pail,0.000013
Scene311_1, shovel,0.018016
Scene311_2, boy,0.000031
Scene311_2, pail,0.008658
Scene311_2, shovel,0.007753
Scene311_3, wizardhat,0.891812
Scene311_3, pail,0.006279
Scene311_3, shovel,0.000001
Scene311_4, sun,0.000321
Scene311_4, pail,0.000214
Scene311_4, shovel,0.000003
Scene311_5, sun,0.00001
Scene311_5, oaktree,0.006735
Scene311_5, piratehat,0.995012
Scene311_5, pail,0.000071
Scene311_5, shovel,0.002788
Scene311_6, pinetree,0.000077
Scene311_6, pail,0.000095
Scene311_7, pail,0.000095
Scene311_8, hotairballoon,0.061729
Scene311_8, pail,0.003544
Scene311_8, shovel,0.00023
Scene311_9, pail,0.000025
Scene311_9, shovel,0.000131
Scene312_0, cloud,0.561581
Scene312_0, cat,0.126692
Scene312_0, dog,0.00004
Scene312_0, vikinghat,0.000083
Scene312_0, tennisball,0.020806
Scene312_1, helicopter,0.018873
Scene312_2, rocket,0.003518
Scene312_2, table,0.003652
Scene312_2, boy,0.00001
Scene312_2, pie,0.00021
Scene312_3, table,0.011649
Scene312_3, pie,0.000819
Scene312_4, airplane,0.000586
Scene312_4, table,0.000008
Scene312_4, chefhat,0.833185
Scene312_4, pie,0.000274
Scene312_4, mustard,0.012125
Scene312_5, cloud,0.000004
Scene312_6, grill,0.000013
Scene312_6, sunglasses,0.000003
Scene312_7, airplane,0.005659
Scene312_7, mustard,0.000369
Scene312_8, rain,0.000014
Scene312_8, pie,0.000001
Scene312_9, chefhat,0.863726
Scene313_0, sandbox,0.000001
Scene313_0, hamburger,0.095465
Scene313_0, football,0.000002
Scene313_1, helicopter,0.00001
Scene313_1, sandbox,0.00006
Scene313_1, cat,0.000341
Scene313_1, crown,0.933793
Scene313_1, hamburger,0.00164
Scene313_1, football,0.000005
Scene313_2, pinetree,0.001373
Scene313_2, hotdog,0.001085
Scene313_3, sandbox,0.000011
Scene313_3, hamburger,0.188153
Scene313_3, football,0.000001
Scene313_4, hotdog,0.140577
Scene313_4, football,0.000002
Scene313_5, bouncy,0.000001
Scene313_5, slide,0.000022
Scene313_5, sandbox,0.000004
Scene313_5, hamburger,0.000049
Scene313_6, airplane,0.000005
Scene313_6, hotdog,0.014372
Scene313_6, hamburger,0.000573
Scene313_6, football,0.000031
Scene313_7, sandbox,0.000033
Scene313_7, hotdog,0.092829
Scene313_7, football,0.000055
Scene313_8, hamburger,0.011131
Scene313_9, helicopter,0.000029
Scene313_9, sun,0.000015
Scene313_9, sandbox,0.000002
Scene313_9, hotdog,0.002079
Scene313_9, hamburger,0.041711
Scene315_0, cloud,0.000001
Scene315_0, oaktree,0.002454
Scene315_1, cloud,0.001416
Scene315_2, hotairballoon,0.00037
Scene315_2, boy,0.056529
Scene315_2, dog,0.000001
Scene315_3, sun,0.000068
Scene315_3, dog,0.000002
Scene315_3, sunglasses,0.637309
Scene315_4, cloud,0.005445
Scene315_4, sun,0.297304
Scene315_5, oaktree,0.000105
Scene315_5, baseballcap,0.968507
Scene315_6, sun,0.061298
Scene315_7, cloud,0.038035
Scene315_7, sun,0.002181
Scene315_7, oaktree,0.000005
Scene315_7, dog,0.000087
Scene315_8, cloud,0.013671
Scene315_8, oaktree,0.000056
Scene315_9, hotairballoon,0.000001
Scene315_9, cloud,0.000003
Scene316_0, bouncy,0.074833
Scene316_0, slide,0.13055
Scene316_0, appletree,0.133054
Scene316_0, crown,0.968022
Scene316_0, frisbee,0.014264
Scene316_1, sun,0.002821
Scene316_1, frisbee,0.000034
Scene316_2, sun,0.000292
Scene316_2, bennie,0.968022
Scene316_2, frisbee,0.000235
Scene316_3, sun,0.000263
Scene316_3, slide,0.002448
Scene316_3, frisbee,0.000001
Scene316_4, sun,0.000193
Scene316_4, frisbee,0.000007
Scene316_5, crown,0.995012
Scene316_5, frisbee,0.003196
Scene316_6, helicopter,0.00022
Scene316_6, oaktree,0.005964
Scene316_6, sunglasses,0.615697
Scene316_6, frisbee,0.07942
Scene316_7, frisbee,0.121846
Scene316_8, oaktree,0.000002
Scene316_8, sunglasses,0.618165
Scene316_8, frisbee,0.017837
Scene316_9, sun,0.002996
Scene317_0, appletree,0.046654
Scene317_0, boy,0.000002
Scene317_0, bennie,0.000002
Scene317_0, soda,0.021451
Scene317_1, boy,0.000011
Scene317_1, bennie,0.000585
Scene317_1, soda,0.009804
Scene317_2, oaktree,0.000001
Scene317_2, soda,0.025413
Scene317_3, bennie,0.994291
Scene317_3, soda,0.357141
Scene317_4, airplane,0.000003
Scene317_4, sunglasses,0.578973
Scene317_4, soda,0.007227
Scene317_5, boy,0.000405
Scene317_5, bennie,0.019044
Scene317_5, soda,0.005459
Scene317_6, cloud,0.00004
Scene317_6, boy,0.000001
Scene317_6, bennie,0.000002
Scene317_6, soda,0.013671
Scene317_7, purpleglasses,0.65377
Scene317_7, soda,0.013168
Scene317_8, helicopter,0.000566
Scene317_8, soda,0.012519
Scene317_9, grill,0.007098
Scene317_9, appletree,0.000005
Scene317_9, soda,0.018968
Scene318_0, swing,0.058983
Scene318_0, soda,0.016035
Scene318_1, swing,0.071611
Scene318_1, soda,0.012155
Scene318_2, swing,0.329887
Scene318_2, soda,0.157378
Scene318_3, sun,0.000749
Scene318_3, swing,0.065546
Scene318_3, sunglasses,0.579842
Scene318_3, soda,0.018079
Scene318_4, swing,0.007559
Scene318_4, pinetree,0.00003
Scene318_4, soda,0.01758
Scene318_5, rocket,0.000508
Scene318_5, swing,0.14737
Scene318_5, soda,0.139498
Scene318_6, soda,0.010889
Scene318_6, tennisracket,0.002352
Scene318_7, sun,0.00138
Scene318_7, swing,0.05059
Scene318_7, sunglasses,0.598996
Scene318_7, soda,0.01751
Scene318_8, swing,0.427114
Scene318_8, soda,0.061649
Scene318_9, cloud,0.002277
Scene318_9, swing,0.013214
Scene318_9, soda,0.011487
Scene319_0, lightning,0.000001
Scene319_0, bouncy,0.209088
Scene319_0, slide,0.107905
Scene319_0, sandbox,0.000011
Scene319_0, pail,0.000083
Scene319_0, shovel,0.034235
Scene319_1, rain,0.00002
Scene319_2, rain,0.000011
Scene319_2, sandbox,0.000009
Scene319_2, shovel,0.000012
Scene319_3, rain,0.001373
Scene319_3, sandbox,0.000002
Scene319_3, shovel,0.000115
Scene319_4, sandbox,0.000002
Scene319_4, shovel,0.000027
Scene319_5, sandbox,0.00001
Scene319_5, owl,0.001095
Scene319_5, shovel,0.000051
Scene319_6, rain,0.000076
Scene319_6, sandbox,0.000001
Scene319_7, rain,0.000052
Scene319_7, pinetree,0.000005
Scene319_7, boy,0.000001
Scene319_8, sandbox,0.002594
Scene319_9, bouncy,0.002476
Scene319_9, sandbox,0.000003
Scene319_9, shovel,0.000026
Scene320_4, lightning,0.000027
Scene320_4, pinetree,0.000002
Scene320_4, hotdog,0.008222
Scene321_0, slide,0.894558
Scene321_0, grill,0.000091
Scene321_0, baseballcap,0.000002
Scene321_1, grill,0.000001
Scene321_1, pinetree,0.000002
Scene321_1, appletree,0.218275
Scene321_1, hotdog,0.000018
Scene321_2, airplane,0.000311
Scene321_3, slide,0.11147
Scene321_3, grill,0.000039
Scene321_4, sun,0.026134
Scene321_5, cloud,0.000002
Scene321_5, oaktree,0.000143
Scene321_5, boy,0.000059
Scene321_5, baseballcap,0.00067
Scene321_5, bennie,0.999075
Scene321_6, fire,0.000001
Scene321_7, cloud,0.075736
Scene321_7, hotdog,0.000011
Scene321_8, sun,0.000125
Scene321_8, dog,0.000007
Scene321_9, table,0.010705
Scene321_9, hotdog,0.00001
Scene322_0, lightning,0.000003
Scene322_0, rain,0.000155
Scene322_1, lightning,0.007147
Scene322_1, pinetree,0.000463
Scene322_2, lightning,0.001007
Scene322_2, oaktree,0.002658
Scene322_2, baseballcap,0.971416
Scene322_3, lightning,0.00032
Scene322_3, baseball,0.000013
Scene322_4, boy,0.001648
Scene322_4, baseballcap,0.001479
Scene322_4, wizardhat,0.593333
Scene322_4, purpleglasses,0.636354
Scene322_5, lightning,0.054776
Scene322_5, cat,0.000001
Scene322_6, swing,0.000006
Scene322_7, cloud,0.000006
Scene322_7, pinetree,0.001202
Scene322_8, lightning,0.002115
Scene322_8, baseballcap,0.000016
Scene322_9, pinetree,0.001096
Scene322_9, cat,0.000001
Scene322_9, bennie,0.995012
Scene323_0, helicopter,0.000052
Scene323_0, balloons,0.25602
Scene323_1, oaktree,0.248081
Scene323_1, balloons,0.105136
Scene323_2, balloons,0.699003
Scene323_3, helicopter,0.000854
Scene323_3, purpleglasses,0.596605
Scene323_3, balloons,0.000001
Scene323_4, purpleglasses,0.579842
Scene323_4, balloons,0.152819
Scene323_5, balloons,0.00708
Scene323_6, balloons,0.24549
Scene323_7, balloons,0.152819
Scene323_8, balloons,0.134997
Scene323_9, balloons,0.509409
Scene324_0, sun,0.009843
Scene324_0, tennisracket,0.483599
Scene324_2, sun,0.006549
Scene324_3, boy,0.000001
Scene324_3, sunglasses,0.000002
Scene324_3, balloons,0.007824
Scene324_4, sun,0.000061
Scene324_4, pinetree,0.000004
Scene324_5, bennie,0.99551
Scene324_8, hotairballoon,0.000017
Scene324_8, sunglasses,0.000003
Scene324_9, cloud,0.007151
Scene324_9, dog,0.000001
Scene325_0, sun,0.013127
Scene325_0, slide,0.00805
Scene325_0, baseballcap,0.994654
Scene325_1, cloud,0.000047
Scene325_1, soda,0.01141
Scene325_2, oaktree,0.007108
Scene325_2, soda,0.000002
Scene325_3, hotairballoon,0.000129
Scene325_3, hotdog,0.000084
Scene325_4, oaktree,0.000519
Scene325_5, oaktree,0.010478
Scene325_5, sunglasses,0.636354
Scene325_6, dog,0.000003
Scene325_8, hotairballoon,0.000002
Scene325_8, swing,0.094373
Scene325_8, ketchup,0.014286
Scene325_9, duck,0.704336
Scene327_0, sun,0.000002
Scene327_0, chefhat,0.80856
Scene327_1, grill,0.120875
Scene327_1, table,0.054694
Scene327_1, cat,0.000003
Scene327_2, sun,0.000004
Scene327_2, boy,0.000051
Scene327_2, duck,0.000022
Scene327_2, balloons,0.001209
Scene327_3, grill,0.000922
Scene327_3, swing,0.302855
Scene327_3, hamburger,0.009159
Scene327_4, sun,0.000198
Scene327_5, table,0.303613
Scene327_6, sun,0.00573
Scene327_7, grill,0.000003
Scene327_7, pinetree,0.00044
Scene327_7, chefhat,0.878095
Scene327_8, sun,0.004149
Scene327_8, grill,0.000005
Scene327_8, bennie,0.997503
Scene327_9, sun,0.000077
Scene327_9, grill,0.000004
Scene327_9, table,0.000574
Scene327_9, pie,0.023014
Scene327_9, balloons,0.000457
Scene327_9, kite,0.000525
Scene328_0, hotairballoon,0.000314
Scene328_0, football,0.000646
Scene328_1, football,0.074274
Scene328_2, cloud,0.047461
Scene328_2, football,0.000889
Scene328_3, hotairballoon,0.001795
Scene328_3, football,0.000374
Scene328_4, wizardhat,0.858559
Scene328_4, football,0.331211
Scene328_5, appletree,0.038197
Scene328_6, football,0.358796
Scene328_7, appletree,0.013341
Scene328_7, snake,0.000001
Scene328_7, football,0.000007
Scene328_8, hotairballoon,0.000002
Scene328_8, sun,0.000066
Scene328_9, table,0.364766
Scene328_9, football,0.055883
Scene329_1, pail,0.000028
Scene329_1, fire,0.000004
Scene329_2, helicopter,0.000002
Scene329_2, dog,0.000009
Scene329_2, fire,0.000019
Scene329_3, swing,0.060901
Scene329_3, snake,0.066904
Scene329_3, fire,0.000025
Scene329_4, oaktree,0.001368
Scene329_4, baseball,0.000001
Scene329_5, airplane,0.000136
Scene329_5, bennie,0.993521
Scene329_5, fire,0.000001
Scene329_6, lightning,0.000381
Scene329_6, fire,0.000006
Scene329_7, tent,0.100963
Scene329_8, bear,0.002454
Scene329_8, fire,0.000001
Scene329_9, table,0.317747
Scene330_0, dog,0.00026
Scene330_0, baseball,0.00047
Scene330_1, boy,0.000074
Scene330_1, baseballcap,0.000003
Scene330_1, basketball,0.005075
Scene330_2, wizardhat,0.850016
Scene330_2, basketball,0.054015
Scene330_2, soccerball,0.000039
Scene330_3, appletree,0.020232
Scene330_4, appletree,0.000172
Scene330_4, dog,0.000001
Scene330_4, basketball,0.000165
Scene330_5, helicopter,0.003927
Scene330_5, purpleglasses,0.596605
Scene330_6, table,0.007824
Scene330_6, oaktree,0.00025
Scene330_6, basketball,0.000039
Scene330_7, boy,0.000005
Scene330_9, appletree,0.000005
Scene330_9, crown,0.000019
Scene330_9, basketball,0.000055
Scene331_0, swing,0.026984
Scene331_1, swing,0.025413
Scene331_1, owl,0.015283
Scene331_2, cloud,0.067847
Scene331_2, swing,0.011679
Scene331_3, cloud,0.000005
Scene331_3, swing,0.091095
Scene331_4, swing,0.218645
Scene331_4, owl,0.038235
Scene331_5, swing,0.060749
Scene331_6, swing,0.607422
Scene331_6, boy,0.000035
Scene331_6, crown,0.993976
Scene331_7, cloud,0.001496
Scene331_7, rain,0.000006
Scene331_7, bouncy,0.000047
Scene331_7, swing,0.007529
Scene331_8, rain,0.003878
Scene331_8, swing,0.158025
Scene331_8, crown,0.966572
Scene331_9, cloud,0.001085
Scene331_9, rain,0.000023
Scene331_9, swing,0.009828
Scene332_0, boy,0.000238
Scene332_0, owl,0.023506
Scene332_0, baseballcap,0.002526
Scene332_0, crown,0.956476
Scene332_1, boy,0.000265
Scene332_1, owl,0.005316
Scene332_1, purpleglasses,0.00034
Scene332_2, sun,0.000258
Scene332_2, boy,0.000004
Scene332_2, owl,0.099013
Scene332_3, boy,0.000011
Scene332_3, owl,0.112759
Scene332_3, wintercap,0.000017
Scene332_4, airplane,0.00019
Scene332_4, boy,0.000019
Scene332_4, owl,0.146241
Scene332_4, baseballcap,0.000061
Scene332_5, boy,0.000006
Scene332_5, owl,0.12739
Scene332_5, bennie,0.000024
Scene332_6, boy,0.000024
Scene332_6, owl,0.171187
Scene332_7, boy,0.086943
Scene332_7, owl,0.048997
Scene332_7, vikinghat,0.001413
Scene332_7, baseball,0.486752
Scene332_8, boy,0.000582
Scene332_8, owl,0.296117
Scene332_8, baseballcap,0.96996
Scene332_8, purpleglasses,0.000002
Scene332_9, grill,0.000006
Scene332_9, boy,0.000019
Scene332_9, owl,0.248453
Scene333_0, rocket,0.000012
Scene333_0, baseball,0.093294
Scene333_0, baseballbat,0.000085
Scene333_1, rocket,0.001276
Scene333_1, boy,0.000001
Scene333_1, bear,0.300442
Scene333_1, hamburger,0.000016
Scene333_1, baseball,0.115037
Scene333_2, rocket,0.000016
Scene333_2, boy,0.000002
Scene333_2, hamburger,0.000048
Scene333_2, baseball,0.110251
Scene333_3, rocket,0.0164
Scene333_3, boy,0.000004
Scene333_3, hamburger,0.000209
Scene333_3, baseball,0.117361
Scene333_4, boy,0.676664
Scene333_4, hamburger,0.385258
Scene333_4, baseball,0.332279
Scene333_5, rocket,0.000038
Scene333_5, baseball,0.109701
Scene333_6, bear,0.000001
Scene333_6, baseball,0.063134
Scene333_7, boy,0.000262
Scene333_7, baseball,0.089635
Scene333_8, boy,0.356828
Scene333_8, hamburger,0.068392
Scene333_8, baseball,0.103054
Scene333_9, rocket,0.000002
Scene333_9, bear,0.000008
Scene333_9, baseball,0.001201
Scene334_0, rain,0.000493
Scene334_0, airplane,0.107099
Scene334_0, balloons,0.125682
Scene334_1, boy,0.000128
Scene334_1, duck,0.000005
Scene334_1, hamburger,0.000914
Scene334_2, rain,0.0015
Scene334_2, pinetree,0.006432
Scene334_2, boy,0.000006
Scene334_2, hamburger,0.00325
Scene334_3, boy,0.000008
Scene334_3, baseballcap,0.003207
Scene334_4, rain,0.000577
Scene334_5, rain,0.007983
Scene334_7, rain,0.153662
Scene334_7, table,0.000001
Scene334_7, oaktree,0.000024
Scene334_8, rain,0.006448
Scene334_8, boy,0.000001
Scene334_8, baseballcap,0.000011
Scene334_8, purpleglasses,0.607441
Scene334_9, rain,0.000016
Scene335_0, vikinghat,0.995012
Scene335_0, baseballbat,0.059785
Scene335_1, snake,0.000001
Scene335_1, baseballbat,0.253473
Scene335_2, baseballbat,0.076536
Scene335_3, purpleglasses,0.634765
Scene335_3, baseballbat,0.130746
Scene335_4, snake,0.000014
Scene335_4, baseballbat,0.291563
Scene335_5, baseballbat,0.034047
Scene335_6, hotairballoon,0.000066
Scene335_6, table,0.000001
Scene335_6, baseballbat,0.049539
Scene335_7, cloud,0.054694
Scene335_7, baseballbat,0.147711
Scene335_8, appletree,0.00046
Scene335_8, snake,0.000001
Scene335_8, baseballbat,0.313486
Scene335_9, vikinghat,0.991536
Scene335_9, baseballbat,0.25602
Scene336_0, sun,0.003799
Scene336_1, sun,0.000001
Scene336_1, oaktree,0.21904
Scene336_1, dog,0.00006
Scene336_2, oaktree,0.002206
Scene336_2, dog,0.000018
Scene336_2, sunglasses,0.000002
Scene336_3, bennie,0.993521
Scene336_4, oaktree,0.012494
Scene336_5, rocket,0.000394
Scene336_6, sun,0.020775
Scene336_6, football,0.000002
Scene336_7, cloud,0.000002
Scene336_7, boy,0.000003
Scene336_8, cloud,0.000701
Scene336_8, boy,0.004678
Scene336_9, purpleglasses,0.906041
Scene337_0, cloud,0.018968
Scene337_0, football,0.000003
Scene337_1, lightning,0.002816
Scene337_2, football,0.070475
Scene337_3, helicopter,0.000134
Scene337_3, football,0.005565
Scene337_4, football,0.000068
Scene337_5, football,0.01292
Scene337_7, cloud,0.00005
Scene337_7, football,0.000065
Scene337_8, cloud,0.021483
Scene337_8, football,0.122151
Scene337_9, hotairballoon,0.000075
Scene337_9, oaktree,0.000439
Scene337_9, football,0.000547
Scene338_0, baseball,0.000335
Scene338_1, sun,0.007654
Scene338_1, baseball,0.00001
Scene338_2, airplane,0.004169
Scene338_3, baseball,0.000001
Scene338_4, airplane,0.000012
Scene338_4, sunglasses,0.596605
Scene338_4, baseball,0.000006
Scene338_5, airplane,0.001689
Scene338_5, purpleglasses,0.786388
Scene338_6, airplane,0.000128
Scene338_6, baseball,0.000044
Scene338_8, airplane,0.000002
Scene338_8, snake,0.000352
Scene338_8, piratehat,0.999
Scene338_8, hotdog,0.003636
Scene339_0, slide,0.000637
Scene339_0, boy,0.000006
Scene339_0, dog,0.001785
Scene339_0, wizardhat,0.000003
Scene339_0, hamburger,0.00098
Scene339_2, hotairballoon,0.000003
Scene339_2, hamburger,0.000002
Scene339_3, boy,0.255508
Scene339_3, wizardhat,0.010358
Scene339_6, dog,0.00001
Scene339_6, purpleglasses,0.617238
Scene339_6, hamburger,0.000002
Scene339_7, pinetree,0.000329
Scene339_7, dog,0.003202
Scene339_7, wizardhat,0.000001
Scene339_7, hamburger,0.018432
Scene339_8, helicopter,0.000015
Scene339_8, boy,0.000004
Scene339_9, slide,0.861569
Scene339_9, boy,0.000017
Scene339_9, wizardhat,0.000305
Scene339_9, vikinghat,0.998002
Scene339_9, purpleglasses,0.000132
Scene340_7, boy,0.000008
Scene340_7, baseballcap,0.001046
Scene340_9, cloud,0.013234
Scene340_9, purpleglasses,0.613546
Scene341_0, sun,0.000233
Scene341_0, boy,0.000018
Scene341_0, cat,0.004199
Scene341_0, bennie,0.99551
Scene341_1, cloud,0.000131
Scene341_1, sun,0.00006
Scene341_1, oaktree,0.000002
Scene341_1, boy,0.00194
Scene341_1, bennie,0.009873
Scene341_2, boy,0.000668
Scene341_3, boy,0.000008
Scene341_3, purpleglasses,0.000089
Scene341_4, beachball,0.000063
Scene341_5, cloud,0.000016
Scene341_5, boy,0.000013
Scene341_5, pie,0.009233
Scene341_6, boy,0.268568
Scene341_6, bennie,0.004743
Scene341_7, sun,0.000003
Scene341_7, boy,0.000012
Scene341_8, boy,0.094704
Scene341_8, wizardhat,0.000263
Scene341_9, cloud,0.00009
Scene341_9, boy,0.001172
Scene341_9, baseballcap,0.977751
Scene341_9, kite,0.023041
Scene342_1, balloons,0.36517
Scene343_0, slide,0.236193
Scene343_0, dog,0.000409
Scene343_1, slide,0.072912
Scene343_1, bennie,0.99005
Scene343_2, cloud,0.116135
Scene343_2, slide,0.00094
Scene343_3, sun,0.000001
Scene343_3, slide,0.073903
Scene343_3, oaktree,0.000001
Scene343_3, beachball,0.000001
Scene343_4, slide,0.031351
Scene343_5, slide,0.002619
Scene343_5, beachball,0.000028
Scene343_6, slide,0.073058
Scene343_7, slide,0.248402
Scene343_8, slide,0.067515
Scene343_8, sunglasses,0.000054
Scene343_9, bouncy,0.001667
Scene343_9, slide,0.004813
Scene343_9, purpleglasses,0.65377
Scene344_4, rocket,0.06687
Scene344_5, cloud,0.000002
Scene344_5, boy,0.003128
Scene346_0, helicopter,0.000001
Scene346_0, boy,0.007108
Scene346_1, helicopter,0.000009
Scene346_1, boy,0.002458
Scene346_1, bear,0.000001
Scene346_2, boy,0.002339
Scene346_2, bennie,0.997503
Scene346_2, vikinghat,0.000098
Scene346_3, appletree,0.000002
Scene346_3, boy,0.074683
Scene346_3, piratehat,0.002463
Scene346_4, boy,0.005925
Scene346_6, boy,0.019046
Scene346_7, helicopter,0.065875
Scene346_7, boy,0.000001
Scene346_7, baseballcap,0.000199
Scene346_7, vikinghat,0.993521
Scene346_8, bear,0.001078
Scene346_8, sunglasses,0.560739
Scene346_9, boy,0.285218
Scene347_0, helicopter,0.025913
Scene347_1, helicopter,0.000061
Scene347_1, wintercap,1
Scene347_2, boy,0.027695
Scene347_3, helicopter,0.000001
Scene347_3, boy,0.016639
Scene347_4, oaktree,0.297304
Scene347_4, cat,0.000322
Scene347_5, boy,0.058601
Scene347_6, helicopter,0.000002
Scene347_6, boy,0.00894
