name,object,closeness
Scene303_4, boy,0.000005
Scene303_4, beachball,0.061268
Scene303_5, table,0.001506
Scene303_5, boy,0.000002
Scene303_5, dog,0.000003
Scene303_5, beachball,0.000821
Scene303_6, boy,0.000001
Scene303_6, dog,0.001352
Scene303_6, beachball,0.027918
Scene303_7, oaktree,0.000003
Scene303_7, dog,0.000008
Scene303_7, beachball,0.001502
Scene303_8, oaktree,0.006587
Scene303_8, beachball,0.009383
Scene303_9, sunglasses,0.000001
Scene303_9, beachball,0.015506
Scene304_0, sandbox,0.000141
Scene304_0, swing,0.485187
Scene304_0, boy,0.000005
Scene304_0, shovel,0.00324
Scene304_1, rain,0.000359
Scene304_1, swing,0.237758
Scene304_1, boy,0.000458
Scene304_2, swing,0.887169
Scene304_2, crown,0.388749
Scene304_2, pail,0.241282
Scene304_3, swing,0.047929
Scene304_3, purpleglasses,0.41184
Scene304_4, bouncy,0.000346
Scene304_4, swing,0.836942
Scene304_4, dog,0.00002
Scene304_5, swing,0.779674
Scene304_5, dog,0.024174
Scene304_6, swing,0.069358
Scene304_7, cloud,0.000002
Scene304_7, swing,0.444858
Scene304_7, boy,0.000498
Scene304_7, wizardhat,0.000002
Scene304_8, swing,0.165911
Scene304_8, boy,0.002506
Scene304_9, swing,0.051897
Scene304_9, oaktree,0.000008
Scene304_9, boy,0.000002
Scene306_0, beachball,0.000881
Scene306_2, beachball,0.004907
Scene306_3, tent,0.003907
Scene306_3, purpleglasses,0.054015
Scene306_3, beachball,0.000001
Scene306_4, wizardhat,0.001163
Scene306_4, beachball,0.000094
Scene306_5, oaktree,0.000002
Scene306_5, boy,0.000002
Scene306_5, dog,0.730154
Scene306_5, tennisball,0.000227
Scene306_6, beachball,0.000071
Scene306_7, beachball,0.000013
Scene306_8, table,0.000209
Scene306_8, beachball,0.035865
Scene307_0, appletree,0.000088
Scene307_0, cat,0.000002
Scene307_0, purpleglasses,0.324652
Scene307_1, hotairballoon,0.000004
Scene307_1, duck,0.000014
Scene307_1, football,0.001725
Scene307_2, appletree,0.022244
Scene307_3, airplane,0.00001
Scene307_3, duck,0.000029
Scene307_4, oaktree,0.163654
Scene307_4, snake,0.000075
Scene307_5, oaktree,0.009036
Scene307_6, cloud,0.000104
Scene307_6, football,0.03412
Scene307_7, hotairballoon,0.000001
Scene307_8, pinetree,0.000042
Scene307_8, football,0.00181
Scene307_9, football,0.410656
Scene308_0, sandbox,0.324815
Scene308_0, boy,0.000002
Scene308_1, lightning,0.000009
Scene308_1, boy,0.000006
Scene308_1, duck,0.007033
Scene308_1, purpleglasses,0.000002
Scene308_1, baseball,0.001521
Scene308_1, beachball,0.000003
Scene308_2, rain,0.000001
Scene308_2, boy,0.00338
Scene308_3, sandbox,0.004177
Scene308_3, boy,0.004357
Scene308_3, hotdog,0.693889
Scene308_4, beachball,0.00046
Scene308_5, boy,0.004844
Scene308_5, baseballcap,0.002389
Scene308_6, rain,0.000228
Scene308_6, chefhat,0.037441
Scene308_6, soda,0.950754
Scene308_7, boy,0.003398
Scene308_8, lightning,0.000001
Scene308_8, rocket,0.001318
Scene308_8, boy,0.09946
Scene308_8, pie,0.814647
Scene308_8, football,0.000003
Scene308_9, swing,0.001528
Scene308_9, basketball,0.323033
Scene308_9, tennisball,0.02217
Scene309_0, rocket,0.065546
Scene309_0, boy,0.000003
Scene309_0, sunglasses,0.056671
Scene309_0, soda,0.109646
Scene309_1, rocket,0.860738
Scene309_1, slide,0.000008
Scene309_2, rocket,0.009256
Scene309_2, duck,0.000212
Scene309_2, pie,0.000552
Scene309_3, rocket,0.541994
Scene309_4, rocket,0.577816
Scene309_4, boy,0.000001
Scene309_5, rocket,0.882497
Scene309_6, cloud,0.000002
Scene309_6, rocket,0.00009
Scene309_6, dog,0.000008
Scene309_7, rocket,0.029217
Scene309_7, boy,0.000008
Scene309_8, rocket,0.00296
Scene309_8, bouncy,0.091721
Scene309_9, rocket,0.691425
Scene309_9, cat,0.000838
Scene310_0, appletree,0.024113
Scene310_0, boy,0.009952
Scene310_1, hotairballoon,0.004372
Scene310_1, boy,0.000838
Scene310_1, cat,0.000002
Scene310_1, owl,0.007836
Scene310_2, sun,0.000011
Scene310_2, slide,0.000016
Scene310_2, boy,0.401351
Scene310_3, boy,0.054667
Scene310_3, owl,0.000027
Scene310_4, owl,0.000552
Scene310_5, boy,0.167212
Scene310_5, bennie,0.645958
Scene310_5, purpleglasses,0.620337
Scene310_5, hamburger,0.182621
Scene310_5, football,0.000319
Scene310_6, boy,0.010898
Scene310_6, basketball,0.000393
Scene310_7, boy,0.072367
Scene310_7, pail,0.134123
Scene310_7, shovel,0.68901
Scene310_8, purpleglasses,0.137381
Scene310_9, boy,0.010775
Scene310_9, owl,0.000055
Scene310_9, baseballcap,0.057441
Scene310_9, sunglasses,0.00101
Scene310_9, soda,0.99005
Scene310_9, pail,0.000258
Scene311_0, boy,0.040256
Scene311_0, pail,0.906196
Scene311_0, shovel,0.528877
Scene311_1, appletree,0.000001
Scene311_1, boy,0.019284
Scene311_1, pail,0.997503
Scene311_1, shovel,0.660671
Scene311_2, boy,0.056566
Scene311_2, pail,0.99171
Scene311_2, shovel,0.162873
Scene311_3, boy,0.006678
Scene311_3, wizardhat,0.000618
Scene311_3, sunglasses,0.001593
Scene311_3, pail,0.376815
Scene311_3, shovel,0.098865
Scene311_4, boy,0.011459
Scene311_4, pail,0.930066
Scene311_4, shovel,0.764143
Scene311_5, boy,0.014458
Scene311_5, piratehat,0.00446
Scene311_5, pail,0.987578
Scene311_5, shovel,0.14107
Scene311_6, pail,0.95839
Scene311_6, shovel,0.00003
Scene311_7, pail,0.980199
Scene311_7, shovel,0.000001
Scene311_8, hotairballoon,0.000001
Scene311_8, boy,0.000572
Scene311_8, piratehat,0.000002
Scene311_8, pail,0.449329
Scene311_8, shovel,0.017908
Scene311_9, boy,0.000703
Scene311_9, pail,0.99005
Scene311_9, shovel,0.02645
Scene312_0, hotairballoon,0.00002
Scene312_0, cloud,0.44888
Scene312_0, grill,0.057383
Scene312_0, boy,0.000623
Scene312_0, cat,0.713195
Scene312_0, dog,0.228436
Scene312_0, vikinghat,0.022326
Scene312_0, pie,0.000022
Scene312_0, mustard,0.000071
Scene312_0, tennisball,0.161218
Scene312_1, grill,0.009571
Scene312_1, owl,0.000038
Scene312_2, grill,0.000083
Scene312_2, table,0.99005
Scene312_2, oaktree,0.000003
Scene312_2, boy,0.000006
Scene312_2, pie,0.091767
Scene312_3, grill,0.00002
Scene312_3, table,0.85813
Scene312_3, pie,0.085734
Scene312_4, grill,0.136354
Scene312_4, table,0.003652
Scene312_4, boy,0.001888
Scene312_4, chefhat,0.000435
Scene312_4, pie,0.000917
Scene312_4, mustard,0.050137
Scene312_5, grill,0.015537
Scene312_5, boy,0.000027
Scene312_6, grill,0.048467
Scene312_6, table,0.000115
Scene312_6, boy,0.003191
Scene312_6, sunglasses,0.005843
Scene312_6, pie,0.001883
Scene312_7, grill,0.000294
Scene312_7, table,0.041503
Scene312_7, pie,0.001921
Scene312_7, mustard,0.396517
Scene312_8, rain,0.000001
Scene312_8, grill,0.011322
Scene312_8, pie,0.047525
Scene312_9, grill,0.137725
Scene312_9, boy,0.000011
Scene312_9, chefhat,0.000488
Scene313_0, sandbox,0.001156
Scene313_0, hamburger,0.987084
Scene313_0, football,0.000025
Scene313_1, bouncy,0.000103
Scene313_1, sandbox,0.244999
Scene313_1, appletree,0.000004
Scene313_1, cat,0.174645
Scene313_1, crown,0.165878
Scene313_1, hamburger,0.993521
Scene313_1, football,0.095943
Scene313_2, grill,0.001508
Scene313_2, pinetree,0.000509
Scene313_2, hotdog,0.999
Scene313_3, sandbox,0.364583
Scene313_3, hamburger,0.902578
Scene313_3, football,0.000542
Scene313_4, sandbox,0.099013
Scene313_4, hotdog,0.899425
Scene313_4, football,0.328736
Scene313_4, shovel,0.005946
Scene313_5, bouncy,0.006708
Scene313_5, slide,0.007582
Scene313_5, sandbox,0.00276
Scene313_5, hamburger,0.722527
Scene313_6, hotdog,0.890475
Scene313_6, hamburger,0.99551
Scene313_6, football,0.000055
Scene313_7, sandbox,0.150394
Scene313_7, hotdog,0.959829
Scene313_7, football,0.485537
Scene313_8, sandbox,0.06667
Scene313_8, hamburger,0.977751
Scene313_8, football,0.007413
Scene313_9, sun,0.000008
Scene313_9, sandbox,0.284222
Scene313_9, hotdog,0.985605
Scene313_9, hamburger,0.929601
Scene313_9, football,0.052839
Scene315_0, oaktree,0.013726
Scene315_0, dog,0.000018
Scene315_1, hotairballoon,0.000166
Scene315_1, cloud,0.000275
Scene315_1, slide,0.00025
Scene315_1, dog,0.000001
Scene315_2, hotairballoon,0.0056
Scene315_2, boy,0.362584
Scene315_2, dog,0.001648
Scene315_3, sun,0.000002
Scene315_3, dog,0.369908
Scene315_3, sunglasses,0.146022
Scene315_4, cloud,0.099759
Scene315_4, sun,0.050062
Scene315_5, oaktree,0.008209
Scene315_5, dog,0.000046
Scene315_5, baseballcap,0.32094
Scene315_6, sun,0.014458
Scene315_7, cloud,0.00712
Scene315_7, sun,0.00057
Scene315_7, oaktree,0.000912
Scene315_7, dog,0.003874
Scene315_8, cloud,0.000545
Scene315_8, oaktree,0.01553
Scene315_9, hotairballoon,0.000018
Scene315_9, cloud,0.000028
Scene315_9, oaktree,0.000006
Scene315_9, dog,0.000009
Scene316_0, bouncy,0.18563
Scene316_0, slide,0.95839
Scene316_0, appletree,0.100812
Scene316_0, bear,0.000414
Scene316_0, crown,0.140858
Scene316_0, frisbee,0.005785
Scene316_1, sun,0.00032
Scene316_1, tennisball,0.023423
Scene316_1, frisbee,0.029335
Scene316_2, bennie,0.001413
Scene316_2, frisbee,0.263817
Scene316_3, sun,0.000001
Scene316_3, slide,0.151829
Scene316_3, frisbee,0.000004
Scene316_4, sun,0.000009
Scene316_4, frisbee,0.000454
Scene316_5, crown,0.339426
Scene316_5, frisbee,0.225373
Scene316_6, helicopter,0.000001
Scene316_6, oaktree,0.000686
Scene316_6, sunglasses,0.165216
Scene316_6, frisbee,0.993521
Scene316_7, boy,0.000001
Scene316_7, soda,0.000118
Scene316_7, frisbee,0.000144
Scene316_8, oaktree,0.000107
Scene316_8, boy,0.000142
Scene316_8, purpleglasses,0.000007
Scene316_8, sunglasses,0.146241
Scene316_8, frisbee,0.713195
Scene316_9, sun,0.000945
Scene317_0, appletree,0.000007
Scene317_0, boy,0.000011
Scene317_0, soda,0.95839
Scene317_1, boy,0.077227
Scene317_1, bennie,0.000046
Scene317_1, soda,0.918512
Scene317_2, soda,0.951229
Scene317_3, boy,0.000004
Scene317_3, wintercap,0.000002
Scene317_3, bennie,0.252708
Scene317_3, soda,0.966455
Scene317_4, boy,0.000003
Scene317_4, sunglasses,0.038216
Scene317_4, soda,0.951229
Scene317_4, baseball,0.000005
Scene317_5, boy,0.434091
Scene317_5, bennie,0.00039
Scene317_5, soda,0.952657
Scene317_6, boy,0.000018
Scene317_6, soda,0.97531
Scene317_7, purpleglasses,0.047715
Scene317_7, soda,0.950754
Scene317_8, soda,0.951229
Scene317_9, grill,0.00511
Scene317_9, soda,0.964158
Scene318_0, swing,0.705393
Scene318_0, soda,0.917136
Scene318_1, swing,0.65377
Scene318_1, duck,0.000191
Scene318_1, soda,0.968022
Scene318_2, swing,0.343773
Scene318_2, boy,0.000006
Scene318_2, soda,0.596054
Scene318_3, swing,0.67267
Scene318_3, sunglasses,0.066637
Scene318_3, soda,0.850016
Scene318_4, swing,0.705746
Scene318_4, boy,0.001402
Scene318_4, soda,0.933793
Scene318_5, swing,0.722528
Scene318_5, soda,0.629819
Scene318_6, soda,0.895386
Scene318_6, tennisracket,0.952181
Scene318_7, swing,0.731616
Scene318_7, sunglasses,0.062787
Scene318_7, soda,0.918972
Scene318_8, bouncy,0.000019
Scene318_8, swing,0.203517
Scene318_8, soda,0.772454
Scene318_9, swing,0.601096
Scene318_9, soda,0.94365
Scene319_0, bouncy,0.062132
Scene319_0, slide,0.950754
Scene319_0, sandbox,0.034649
Scene319_0, pail,0.147711
Scene319_0, shovel,0.640824
Scene319_1, rain,0.000002
Scene319_1, sandbox,0.180144
Scene319_2, rain,0.000003
Scene319_2, sandbox,0.01478
Scene319_2, shovel,0.097832
Scene319_3, sandbox,0.286505
Scene319_3, boy,0.000001
Scene319_3, shovel,0.68901
Scene319_4, sandbox,0.12938
Scene319_4, shovel,0.691425
Scene319_5, sandbox,0.498077
Scene319_5, owl,0.126123
Scene319_5, shovel,0.67267
Scene319_6, sandbox,0.239668
Scene319_6, shovel,0.467199
Scene319_7, sandbox,0.165216
Scene319_7, pinetree,0.000348
Scene319_7, boy,0.024113
Scene319_8, sandbox,0.734985
Scene319_9, bouncy,0.45612
Scene319_9, sandbox,0.328736
Scene319_9, shovel,0.71177
Scene320_4, boy,0.000016
Scene320_4, hotdog,0.993521
Scene320_4, basketball,0.000022
Scene321_0, slide,0.204555
Scene321_0, grill,0.563212
Scene321_0, pinetree,0.000001
Scene321_0, boy,0.003452
Scene321_0, baseballcap,0.000049
Scene321_1, grill,0.062132
Scene321_1, appletree,0.000118
Scene321_1, hotdog,0.018316
Scene321_2, airplane,0.000015
Scene321_2, grill,0.000037
Scene321_2, boy,0.000001
Scene321_2, chefhat,0.000002
Scene321_3, slide,0.052209
Scene321_3, grill,0.532326
Scene321_3, mustard,0.029703
Scene321_3, fire,0.002019
Scene321_4, grill,0.004567
Scene321_5, cloud,0.000001
Scene321_5, grill,0.000023
Scene321_5, oaktree,0.010036
Scene321_5, boy,0.075866
Scene321_5, baseballcap,0.001814
Scene321_5, bennie,0.303122
Scene321_6, grill,0.000483
Scene321_6, hotdog,0.001046
Scene321_6, fire,0.220358
Scene321_7, cloud,0.017703
Scene321_7, grill,0.085222
Scene321_7, boy,0.000729
Scene321_7, hotdog,0.232236
Scene321_7, soccerball,0.000001
Scene321_8, sun,0.000005
Scene321_8, grill,0.00973
Scene321_8, dog,0.00511
Scene321_9, grill,0.078043
Scene321_9, table,0.20099
Scene321_9, appletree,0.000025
Scene321_9, boy,0.001402
Scene321_9, baseballcap,0.000003
Scene321_9, hotdog,0.297304
Scene322_0, rain,0.016573
Scene322_0, grill,0.000008
Scene322_0, boy,0.00132
Scene322_0, bennie,0.000002
Scene322_1, lightning,0.192242
Scene322_1, pinetree,0.05566
Scene322_2, lightning,0.043435
Scene322_2, oaktree,0.099212
Scene322_2, boy,0.000011
Scene322_2, baseballcap,0.275133
Scene322_3, lightning,0.000013
Scene322_3, boy,0.000054
Scene322_3, cat,0.082373
Scene322_3, baseball,0.006748
Scene322_4, boy,0.208775
Scene322_4, cat,0.000038
Scene322_4, baseballcap,0.000019
Scene322_4, wizardhat,0.220358
Scene322_4, purpleglasses,0.120694
Scene322_5, cat,0.000001
Scene322_6, swing,0.000083
Scene322_6, boy,0.030243
Scene322_6, cat,0.000012
Scene322_7, pinetree,0.000003
Scene322_7, boy,0.00863
Scene322_7, cat,0.038774
Scene322_8, boy,0.015979
Scene322_8, cat,0.001409
Scene322_8, baseballcap,0.001532
Scene322_9, slide,0.000001
Scene322_9, boy,0.000028
Scene322_9, cat,0.151223
Scene322_9, bennie,0.003419
Scene323_0, balloons,0.885148
Scene323_1, oaktree,0.000119
Scene323_1, balloons,0.559898
Scene323_2, balloons,0.25078
Scene323_3, purpleglasses,0.057383
Scene323_3, balloons,0.008904
Scene323_4, purpleglasses,0.066637
Scene323_4, balloons,0.928672
Scene323_5, soccerball,0.000018
Scene323_5, balloons,0.445749
Scene323_6, soccerball,0.000003
Scene323_6, balloons,0.96464
Scene323_7, soccerball,0.000007
Scene323_7, balloons,0.144136
Scene323_8, balloons,0.923116
Scene323_9, balloons,0.48801
Scene324_0, sun,0.000311
Scene324_0, dog,0.207526
Scene324_0, tennisracket,0.664314
Scene324_2, sun,0.000062
Scene324_3, boy,0.006308
Scene324_3, dog,0.001813
Scene324_3, sunglasses,0.013214
Scene324_3, balloons,0.949329
Scene324_4, pinetree,0.000556
Scene324_4, dog,0.000078
Scene324_5, boy,0.000009
Scene324_5, dog,0.019016
Scene324_5, bennie,0.074497
Scene324_5, sunglasses,0.000156
Scene324_6, boy,0.000009
Scene324_6, dog,0.00848
Scene324_6, sunglasses,0.000051
Scene324_7, boy,0.000001
Scene324_7, dog,0.023052
Scene324_7, sunglasses,0.000071
Scene324_7, tennisball,0.001156
Scene324_8, boy,0.000659
Scene324_8, dog,0.058134
Scene324_8, sunglasses,0.018316
Scene324_8, hamburger,0.000011
Scene324_9, cloud,0.05059
Scene324_9, dog,0.243412
Scene325_0, sun,0.000094
Scene325_0, slide,0.44888
Scene325_0, baseballcap,0.161879
Scene325_1, cloud,0.000001
Scene325_1, soda,0.143089
Scene325_2, table,0.000026
Scene325_2, soda,0.000003
Scene325_3, hotairballoon,0.000071
Scene325_3, boy,0.000021
Scene325_3, hotdog,0.038832
Scene325_5, oaktree,0.006066
Scene325_5, sunglasses,0.155284
Scene325_6, dog,0.266468
Scene325_8, swing,0.000854
Scene325_8, ketchup,0.940823
Scene325_8, football,0.000001
Scene325_9, duck,0.001295
Scene325_9, fire,0.000348
Scene327_0, chefhat,0.000917
Scene327_1, grill,0.010394
Scene327_1, table,0.003878
Scene327_1, cat,0.142773
Scene327_2, sun,0.000001
Scene327_2, boy,0.031972
Scene327_2, bear,0.000005
Scene327_2, duck,0.000417
Scene327_2, balloons,0.199828
Scene327_3, grill,0.188435
Scene327_3, swing,0.001065
Scene327_3, hamburger,0.018016
Scene327_4, grill,0.007999
Scene327_5, grill,0.14646
Scene327_5, table,0.231194
Scene327_5, balloons,0.00001
Scene327_6, sun,0.000786
Scene327_6, grill,0.000001
Scene327_6, cat,0.000053
Scene327_7, grill,0.000416
Scene327_7, chefhat,0.001065
Scene327_8, sun,0.008027
Scene327_8, grill,0.002704
Scene327_8, bennie,0.324652
Scene327_9, grill,0.003079
Scene327_9, table,0.413331
Scene327_9, boy,0.001232
Scene327_9, pie,0.091297
Scene327_9, balloons,0.001686
Scene327_9, kite,0.98731
Scene328_0, hotairballoon,0.000915
Scene328_0, football,0.0092
Scene328_1, table,0.000049
Scene328_1, pizza,0.000005
Scene328_1, soda,0.000393
Scene328_1, football,0.648885
Scene328_2, cloud,0.032122
Scene328_2, boy,0.000007
Scene328_2, vikinghat,0.000001
Scene328_2, football,0.002463
Scene328_3, hotairballoon,0.000207
Scene328_3, football,0.020081
Scene328_4, wizardhat,0.052813
Scene328_4, football,0.75239
Scene328_5, table,0.000533
Scene328_5, appletree,0.050666
Scene328_6, football,0.939413
Scene328_7, appletree,0.035741
Scene328_7, snake,0.00003
Scene328_7, football,0.000208
Scene328_8, sun,0.00001
Scene328_9, table,0.216536
Scene328_9, football,0.761854
Scene329_0, fire,0.000831
Scene329_1, pail,0.829859
Scene329_1, fire,0.008774
Scene329_2, dog,0.116379
Scene329_2, fire,0.004582
Scene329_3, swing,0.000591
Scene329_3, snake,0.033878
Scene329_3, fire,0.044937
Scene329_4, oaktree,0.00001
Scene329_4, cat,0.150394
Scene329_4, baseball,0.028999
Scene329_4, fire,0.011109
Scene329_5, bennie,0.006922
Scene329_5, fire,0.000006
Scene329_6, fire,0.004746
Scene329_7, tent,0.001657
Scene329_7, fire,0.000444
Scene329_8, bear,0.000103
Scene329_8, fire,0.014516
Scene329_9, table,0.092458
Scene329_9, fire,0.00071
Scene330_0, boy,0.000101
Scene330_0, dog,0.060749
Scene330_0, baseball,0.000026
Scene330_1, boy,0.00014
Scene330_1, basketball,0.001465
Scene330_2, wizardhat,0.034649
Scene330_2, basketball,0.000657
Scene330_2, soccerball,0.001301
Scene330_3, appletree,0.000049
Scene330_3, basketball,0.000002
Scene330_3, football,0.177196
Scene330_4, appletree,0.000003
Scene330_4, boy,0.000009
Scene330_4, dog,0.000196
Scene330_4, basketball,0.000147
Scene330_5, dog,0.000001
Scene330_5, purpleglasses,0.057383
Scene330_6, table,0.324652
Scene330_6, basketball,0.743416
Scene330_7, boy,0.000208
Scene330_7, soda,0.00071
Scene330_7, baseball,0.00003
Scene330_8, boy,0.00023
Scene330_9, boy,0.000003
Scene330_9, crown,0.731616
Scene330_9, basketball,0.000599
Scene331_0, swing,0.861569
Scene331_0, dog,0.000007
Scene331_1, swing,0.606531
Scene331_1, owl,0.000114
Scene331_2, cloud,0.000004
Scene331_2, swing,0.61232
Scene331_2, wintercap,0.000018
Scene331_3, swing,0.570473
Scene331_3, boy,0.000348
Scene331_3, dog,0.000019
Scene331_4, swing,0.481907
Scene331_4, owl,0.62617
Scene331_4, snake,0.000201
Scene331_4, hamburger,0.00021
Scene331_4, soda,0.012336
Scene331_5, swing,0.695934
Scene331_6, swing,0.727791
Scene331_6, boy,0.085214
Scene331_6, crown,0.597398
Scene331_6, football,0.0073
Scene331_7, bouncy,0.115037
Scene331_7, swing,0.714266
Scene331_8, rain,0.000004
Scene331_8, swing,0.19157
Scene331_8, crown,0.132921
Scene331_9, swing,0.65968
Scene331_9, snake,0.000001
Scene332_0, boy,0.087685
Scene332_0, owl,0.66731
Scene332_0, baseballcap,0.000034
Scene332_0, crown,0.002414
Scene332_0, tennisracket,0.004018
Scene332_1, boy,0.040579
Scene332_1, owl,0.730154
Scene332_1, purpleglasses,0.000176
Scene332_2, boy,0.066904
Scene332_2, owl,0.610791
Scene332_3, boy,0.047052
Scene332_3, owl,0.65377
Scene332_3, wintercap,0.00023
Scene332_4, airplane,0.000052
Scene332_4, boy,0.068804
Scene332_4, owl,0.579842
Scene332_4, baseballcap,0.000029
Scene332_5, boy,0.082662
Scene332_5, owl,0.694197
Scene332_5, bennie,0.000026
Scene332_6, boy,0.078669
Scene332_6, owl,0.725786
Scene332_7, boy,0.02217
Scene332_7, owl,0.675366
Scene332_7, baseball,0.000061
Scene332_7, fire,0.000035
Scene332_8, bouncy,0.000074
Scene332_8, boy,0.041565
Scene332_8, owl,0.618474
Scene332_8, baseballcap,0.281816
Scene332_8, purpleglasses,0.000073
Scene332_9, grill,0.017908
Scene332_9, boy,0.058309
Scene332_9, owl,0.401519
Scene333_0, boy,0.0001
Scene333_0, hamburger,0.005059
Scene333_0, baseball,0.996008
Scene333_0, baseballbat,0.118778
Scene333_1, rocket,0.000016
Scene333_1, boy,0.005164
Scene333_1, bear,0.000881
Scene333_1, hamburger,0.014958
Scene333_1, baseball,0.98167
Scene333_2, boy,0.010775
Scene333_2, hamburger,0.072476
Scene333_2, baseball,0.940823
Scene333_3, rocket,0.000144
Scene333_3, boy,0.024972
Scene333_3, bear,0.000002
Scene333_3, hamburger,0.17334
Scene333_3, baseball,0.939413
Scene333_4, boy,0.043953
Scene333_4, hamburger,0.040564
Scene333_4, baseball,0.645833
Scene333_5, boy,0.001258
Scene333_5, hamburger,0.005308
Scene333_5, baseball,0.966572
Scene333_6, boy,0.000311
Scene333_6, bear,0.003405
Scene333_6, hamburger,0.000266
Scene333_6, baseball,0.95839
Scene333_7, boy,0.376137
Scene333_7, hamburger,0.003688
Scene333_7, baseball,0.741727
Scene333_8, boy,0.010082
Scene333_8, hamburger,0.009804
Scene333_8, baseball,0.968022
Scene333_9, hamburger,0.000005
Scene333_9, baseball,0.9995
Scene334_0, rain,0.068426
Scene334_0, airplane,0.023553
Scene334_0, boy,0.000374
Scene334_0, hamburger,0.000001
Scene334_0, balloons,0.862662
Scene334_1, boy,0.028294
Scene334_1, duck,0.305817
Scene334_1, hamburger,0.093367
Scene334_2, cloud,0.000064
Scene334_2, rain,0.147637
Scene334_2, pinetree,0.000031
Scene334_2, boy,0.014921
Scene334_2, hamburger,0.168891
Scene334_3, rain,0.000004
Scene334_3, boy,0.085734
Scene334_3, cat,0.000051
Scene334_3, baseballcap,0.000927
Scene334_3, hamburger,0.001483
Scene334_4, rain,0.024662
Scene334_4, boy,0.015283
Scene334_4, hamburger,0.000137
Scene334_4, fire,0.000039
Scene334_5, rain,0.005946
Scene334_5, table,0.001858
Scene334_5, fire,0.000142
Scene334_6, rain,0.000005
Scene334_6, boy,0.000013
Scene334_7, rain,0.001312
Scene334_7, table,0.106618
Scene334_7, oaktree,0.002651
Scene334_8, rain,0.001488
Scene334_8, boy,0.004128
Scene334_8, baseballcap,0.000002
Scene334_8, purpleglasses,0.196912
Scene334_8, hamburger,0.000003
Scene334_9, rain,0.000649
Scene334_9, grill,0.00006
Scene334_9, boy,0.000874
Scene334_9, hamburger,0.000025
Scene335_0, boy,0.000025
Scene335_0, snake,0.069356
Scene335_0, vikinghat,0.079301
Scene335_0, baseballbat,0.638266
Scene335_1, snake,0.204334
Scene335_1, baseballbat,0.791362
Scene335_2, snake,0.097393
Scene335_2, baseballbat,0.814647
Scene335_3, cloud,0.000233
Scene335_3, snake,0.000012
Scene335_3, purpleglasses,0.344383
Scene335_3, baseballbat,0.612626
Scene335_4, snake,0.029232
Scene335_4, baseballbat,0.878095
Scene335_5, dog,0.000001
Scene335_5, snake,0.048171
Scene335_5, baseballbat,0.816687
Scene335_6, table,0.000146
Scene335_6, snake,0.002896
Scene335_6, baseballbat,0.746395
Scene335_7, cloud,0.000001
Scene335_7, snake,0.00493
Scene335_7, baseballbat,0.875903
Scene335_8, snake,0.047979
